show_id,title,type,release_year,duration_minutes,season_count,description,date_added,rating
s8272,The Day My Butt Went Psycho!,TV Show,2015,,2.0,A boy and his best friend – his newly detached butt – embark on wacky adventures in a world where humans and their butts live side by side.,,TV-Y7
s8273,The Departed,Movie,2006,151.0,,Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.,2021-01-01,R
s8274,The Desert Bride,Movie,2017,78.0,,"While traveling across Argentina to a new job, a longtime maid encounters a salesman who opens her eyes to life's beauty and possibilities.",2018-11-08,TV-14
s8275,The Detained,Movie,2017,85.0,,Five high school students serving Saturday detention in a former corrections facility must find a way to outsmart an unseen menace out to kill them.,2019-02-15,TV-14
s8276,The Devil and Father Amorth,Movie,2017,69.0,,"In Rome, ""Exorcist"" director William Friedkin follows a 91-year-old priest who performs a real demonic exorcism on a woman from a small Italian town.",2018-07-23,TV-PG
s8277,The Devil Inside,Movie,2012,84.0,,"At once spooky and grisly, this thriller follows a woman's quest to find the truth behind claims her mother killed three people during an exorcism.",2019-11-20,R
s8278,The Devil Is a Part-Timer!,TV Show,2013,,1.0,"Thwarted in their attempt to take over the world of Ente Isla, Satan and his general Alciel land in modern-day Tokyo, where they take on human form.",2019-04-01,TV-14
s8279,The Devil We Know,Movie,2018,88.0,,This documentary details DuPont's alleged decades-long cover-up of the potential harm caused by chemicals used to make popular Teflon products.,2019-01-15,TV-14
s8280,The Diabolical,Movie,2015,86.0,,"Terrorized by unexplained disturbances and horrific visions in her home, a young widowed mother turns to her scientist boyfriend for help.",2018-08-01,TV-MA
s8281,The Dreamer,Movie,2009,121.0,,"A trio of friends struggles to make it through adolescence, all while hoping that bigger and better things await them.",2018-10-04,TV-PG
s8282,The Drowning,Movie,2016,99.0,,"Child psychologist Tom Seymour's testimony helped convict a boy of murder. Years later, their paths cross again, raising uncomfortable questions.",2017-09-01,TV-MA
s8283,The Drunk and on Drugs Happy Funtime Hour,TV Show,2011,,1.0,"A variety-show production trips up big time when the cast members take their roles to new heights, and the line between fact and fiction blurs.",2018-08-24,TV-MA
s8284,The Duel,Movie,2016,110.0,,"In 1866, a Texas Ranger investigates some suspicious deaths in a town ruled by a religious despot whose past contains a disturbing link to his own.",2019-06-02,R
s8285,The Dukes of Hazzard,Movie,2005,104.0,,"The Duke boys are back in this comedy based on the TV series, following Bo and Luke as they tear around Hazzard County in their trusty Dodge Charger.",2020-01-01,PG-13
s8286,The Dukes of Hazzard: The Beginning,Movie,2007,95.0,,"The mischievous Duke boys, Bo and Luke, are sent to live with their Uncle Jesse and cousin Daisy in this prequel movie to the popular TV series.",2020-01-01,R
s8287,The Eichmann Show,Movie,2015,96.0,,This is the astonishing true story behind a moment in TV history: the live 1961 broadcast of Nazi mass-murderer Adolf Eichmann's trial in Jerusalem.,2017-08-31,TV-MA
s8288,The Eighties,TV Show,2016,,1.0,"This nostalgic documentary series relives the 1980s from a variety of angles, exploring its impact on the politics, technology and culture of today.",2018-09-30,TV-PG
s8289,The End of the Tour,Movie,2015,106.0,,"""Rolling Stone"" reporter David Lipsky shadows famed writer David Foster Wallace in this fictionalized account of their revealing five-day encounter.",2018-07-26,R
s8290,The Endless,Movie,2017,112.0,,"As kids, they escaped a UFO death cult. Now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began.",2018-09-19,TV-MA
s8291,The Evil Dead,Movie,1981,85.0,,"During a stop at a remote cabin deep within the woods, a group of teens begins turning into flesh-eating zombies in director Sam Raimi's cult classic.",2020-01-10,TV-MA
s8292,The Exception,Movie,2016,107.0,,"During World War II, a Nazi officer charged with protecting an exiled Kaiser Wilhelm II from spies begins a steamy affair with a secretive Dutch maid.",2019-07-26,R
s8293,The Eyes of My Mother,Movie,2016,76.0,,"At the remote farmhouse where she once witnessed a traumatic childhood event, a young woman develops a grisly fascination with violence.",2017-04-06,R
s8294,The Fear,TV Show,2012,,1.0,"Richie Beckett is an aging Brighton crime boss who's struggling with the onset of dementia, just as a rival gang is trying to take over his territory.",2017-03-31,TV-MA
s8295,The Fear of 13,Movie,2015,95.0,,"After 20 years on Death Row, self-educated inmate Nick petitions the court to be executed, then tells his twisting, turning tale of despair and hope.",2016-06-01,TV-MA
s8296,The Feels,Movie,2018,88.0,,"During their bachelorette weekend, a lesbian couple's relationship hits a snag when one of the brides confesses to never having an orgasm.",2018-07-01,TV-MA
s8297,The Fighter,Movie,2010,116.0,,"After a string of defeats, a boxer rediscovers his fighting will with help from his trainer and half-brother, a once-talented pugilist.",2019-01-13,R
s8298,The Figurine (Araromire),Movie,2009,121.0,,"When a pair of friends discovers a mystical sculpture in an abandoned shrine, good fortune is bestowed upon them – until luck starts running out.",2019-10-01,TV-14
s8299,The Final Destination,Movie,2009,82.0,,"Nick O'Bannon thinks he's cheated death when he keeps a grisly premonition from becoming reality, but he soon realizes that fate has other plans.",2020-01-01,R
s8300,The First Line,Movie,2014,87.0,,Two determined Athenian attorneys spearhead a lawsuit against the British Museum for the return of the Parthenon Marbles to Greece.,2016-09-20,TV-14
s8301,The First Temptation of Christ,Movie,2019,46.0,,"Jesus, who's hitting the big 3-0, brings a surprise guest to meet the family. A Christmas special so wrong, it must be from comedians Porta dos Fundos.",2019-12-03,TV-MA
s8302,The First Wives Club,Movie,1996,103.0,,"Following a friend's suicide after her husband dumps her for a younger model, three women plot payback against their two-timing exes.",2019-11-20,PG
s8303,The Five,TV Show,2016,,1.0,"Twenty years after 5-year-old Jesse disappears near his home, his DNA turns up at the scene of a woman's murder, baffling his family and the police.",2017-09-15,TV-MA
s8304,The Five Venoms,Movie,1978,97.0,,A dying kung fu master sends his last student to track down five former pupils in order to learn which one of them has become evil.,2018-07-31,R
s8305,The Flintstones,Movie,1994,91.0,,The Flintstones hit the big screen in this live-action comedy that finds Fred and Barney struggling to cope with the pressures of work and family.,2019-10-01,PG
s8306,The Flintstones in Viva Rock Vegas,Movie,2000,91.0,,"Yabba-dabba-doo! Digital dinosaurs rule the day when Fred, Barney, Betty and Wilma take Vegas by storm in this prequel that posits their lives before marriage.",2019-10-01,PG
s8307,The Flying Guillotine,Movie,1975,101.0,,"In Qing-dynasty China, the emperor commands that a weapon be invented to kill at a distance without a trace. Then he orders it used on its wielders.",2018-07-28,TV-MA
s8308,The Forbidden Kingdom,Movie,2008,104.0,,Jackie Chan and Jet Li star in this rousing adventure about a martial arts movie fan who finds a mystical staff that transports him to ancient China.,2019-07-01,PG-13
s8309,The Force,Movie,2017,92.0,,"This documentary follows the police of Oakland, California, as they reform and face the challenges of corruption, commitment and cataclysmic change.",2018-01-29,TV-MA
s8310,The Foreigner,Movie,2017,113.0,,"After his daughter is killed by terrorists, a sullen restaurateur seeks the identities of those responsible and travels to Ireland to take vengeance.",2020-02-14,R
s8311,The Forgotten,Movie,2014,89.0,,"After a teenager goes to live with his father in abandoned public housing, he hears strange noises and decides to investigate with his new friend.",2017-09-11,TV-MA
s8312,The Fosters,TV Show,2017,,5.0,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",,TV-14
s8313,The Founder,Movie,2016,115.0,,"After a fateful encounter with the McDonald brothers, struggling salesman Ray Kroc becomes driven to change the way hamburgers are made and sold.",2020-08-21,PG-13
s8314,The Free Man,Movie,2016,84.0,,Olympic freestyle skier Jossi Wells learns the dangerous extreme sport of highlining with help from death-defying daredevils the Flying Frenchies.,2017-10-01,TV-PG
s8315,The Frozen Ground,Movie,2013,106.0,,"In this fact-based thriller, an Alaska state trooper pursuing a serial killer teams with a 17-year-old-prostitute who escaped the predator's clutches.",2020-08-27,R
s8316,The Furchester Hotel,TV Show,2015,,2.0,"Elmo hops across the pond to help his extended monster family solve problems at their ""almost"" world-class establishment, the Furchester Hotel.",,TV-Y
s8317,The Future of Water,TV Show,2007,,1.0,A look at the deeply intertwined history of humanity and fresh water reveals looming challenges that could upend power structures around the world.,2016-07-01,TV-PG
s8318,The Gathering,Movie,2003,124.0,,"Between divorce, bad relationships and coming out as gay, a group of affluent friends realize that none of their lives are as easy as they seem.",2018-12-08,TV-14
s8319,The Gentleman Driver,Movie,2018,83.0,,"This documentary follows four tycoons who moonlight as motorsport competitors and examines what fuels them to succeed, both at work and on the track.",2019-01-31,TV-MA
s8320,The Ghost Who Walks,Movie,2019,107.0,,"Desperate to meet his daughter, a convict cuts a deal by ratting out his old boss. Free and searching for his family, he must dodge a hit on his life.",2020-04-07,TV-MA
s8321,The Girl with the Dragon Tattoo,Movie,2011,158.0,,"When a young computer hacker is tasked with investigating a prying journalist, their separate missions become entangled amid a decades-old conspiracy.",2021-01-05,R
s8322,The Golden Years with Javed Akhtar,TV Show,2016,,1.0,"Writer, poet and lyricist Javed Akhtar hosts this musical trip down memory lane, revealing untold stories behind India's best songs of 1950-75.",2017-06-01,TV-G
s8323,The Golem,Movie,2018,95.0,,"As sickness spreads throughout the countryside, an infertile woman conjures a living child out of clay and sets it loose on her enemies.",2019-06-26,TV-MA
s8324,The Good Catholic,Movie,2017,97.0,,A young priest’s faith is tested when he finds himself attracted to a woman he meets at confession and his ideals are shaken to the core.,2018-01-24,PG-13
s8325,The Good Neighbor,Movie,2016,97.0,,"Two tech-savvy teens plot to fool a cranky old neighbor into believing his house is haunted, but their cruel prank soon takes some unexpected turns.",2016-12-05,TV-MA
s8326,"The Goods: Live Hard, Sell Hard",Movie,2009,89.0,,"Hired to rescue a flagging car dealership during a major sale, a fast-talking closer spends his days on the lot and his nights at local strip clubs.",2019-11-20,R
s8327,The Gospel of John,Movie,2014,161.0,,"In the first of four word-for-word film adaptations, Aramaic-speaking actors re-create the stories of Jesus' life from the fourth gospel.",2018-10-20,TV-14
s8328,The Gospel of Luke,Movie,2015,205.0,,Word-for-word Bible texts of the entire book of Luke are narrated and re-enacted in this epic production of the Gospel's accounts of Jesus's life.,2018-10-19,TV-14
s8329,The Gospel of Mark,Movie,2015,123.0,,"See Jesus from a disciple's point of view in this first-ever, word-for-word film adaptation of the Gospel of Mark, lauded for its historical accuracy.",2018-10-19,TV-14
s8330,The Gospel of Matthew,Movie,2014,190.0,,The Apostle Matthew is highlighted in this word-for-word film adaptation of the former tax collector's Biblical writings about working with Jesus.,2018-10-19,TV-14
s8331,The Great Battle,Movie,2018,136.0,,"In seventh-century Korea, the commander of Ansi Fortress, Yang Man-chun, combats Tang invaders in a retelling of an epic clash against all odds.",2019-04-08,TV-MA
s8332,The Great British Baking Show: Masterclass,TV Show,2018,,4.0,Hosts Mary Berry and Paul Hollywood leave the tent and go into the kitchen to put their professional spin on baking techniques used in the show.,2018-12-01,TV-PG
s8333,The Great Gambler,Movie,1979,161.0,,"After unwittingly using his skills to obtain military secrets, a gambler is pursued by a police officer who happens to be his doppelgänger.",2019-12-31,TV-14
s8334,The Great Raid,Movie,2005,133.0,,"In World War II, a battalion goes on a daring rescue mission to liberate the Americans and Filipinos who've been captured by the Japanese.",2019-11-01,R
s8335,The Great Train Robbery,TV Show,2013,,1.0,"This two-part tale delivers the true story of the Great Train Robbery of 1963, the biggest one in England's history.",2017-03-31,NR
s8336,The Green Hornet,Movie,2011,119.0,,"A hard-partying heir dons a disguise to fight crime after hours. But with no talents or skills, he relies on his friend, a martial-arts genius.",2020-04-18,PG-13
s8337,The Guild,TV Show,2013,,1.0,Fantasy and reality collide when a surprisingly diverse group of online video-game addicts struggle to balance the game with personal relationships.,2019-03-02,TV-MA
s8338,The Hatred,Movie,2017,94.0,,Four young women head to a country house for an idyllic weekend retreat. But what lies in store for them is far from the dreamy getaway they imagined.,2017-12-11,R
s8339,The Haunting of Molly Hartley,Movie,2008,85.0,,"A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her.",2018-10-04,PG-13
s8340,The Healer,Movie,2017,108.0,,"A handyman who has hit rock bottom agrees to live with his distant uncle, who insists that his ability to fix things extends beyond the repair shop.",2020-06-01,TV-14
s8341,The Heat: A Kitchen (R)evolution,Movie,2018,71.0,,Seven female chefs describe what it’s like breaking into the restaurant industry's notorious boys' club.,2019-05-07,TV-MA
s8342,The Help,Movie,2011,147.0,,"A young, white writer stirs up the status quo in 1960s Mississippi by interviewing Black housemaids and bringing their stories to the masses.",2020-06-01,PG-13
s8343,The Heretics,Movie,2017,88.0,,A withdrawn young woman hunted by a malicious cult is abducted by a brooding stranger and undergoes a bizarre transformation.,2019-09-04,TV-MA
s8344,The Heroes of Evil,Movie,2015,99.0,,"Three teenage misfits find camaraderie in sex, violence and petty crime. But what starts as a lark soon threatens to damage them beyond repair.",2016-06-01,TV-MA
s8345,The Heyday of the Insensitive Bastards,Movie,2017,96.0,,An all-star cast brings to life the short stories of author Robert Boswell in this anthology series of vignettes set in modern-day America.,2018-02-26,TV-MA
s8346,The Hollow Point,Movie,2016,97.0,,New straight-arrow sheriff Wallace finds he must join forces with brutal ex-lawman Leland to protect a troubled border town from a cartel hit man.,2017-03-16,R
s8347,The Holy Man,Movie,2005,92.0,,"Formerly a troubled youth, a monk is given charge of a Buddhist temple neglected by superstitious villagers under the spell of a fake psychic.",2018-07-25,TV-14
s8348,The Homecoming,TV Show,2015,,1.0,"Panelists from the Korean show ""Abnormal Summit"" lead cast mates on tours of their home countries, including China, Nepal, Italy, Canada and France.",2017-06-02,TV-PG
s8349,The House on Coco Road,Movie,2016,79.0,,"This film chronicles the journey of Fannie Haughton, an Oakland activist who fled to Grenada with her family just prior to the U.S. invasion in 1983.",2017-06-30,TV-14
s8350,The House That Made Me,TV Show,2015,,3.0,"With host Vinay Pathak, Indian celebrities return to their childhood homes to reconnect with the past and share stories of their journey to success.",2017-03-31,TV-PG
s8351,The Human Factor: The Untold Story of the Bombay Film Orchestras,Movie,2013,53.0,,A family of Parsi musicians collectively works for over 60 years scoring the orchestral soundtracks for some of Bollywood's most memorable films.,2017-04-01,TV-PG
s8352,The Humanity Bureau,Movie,2017,94.0,,"In a dystopian, near-future United States, a deportation caseworker who has begun to question authority tries to safeguard a woman and her young son.",2018-12-18,R
s8353,The Hundred-Foot Journey,Movie,2014,123.0,,"A chef and his family leave India to open an eatery in the south of France, where they clash with the haughty restaurateur across the street.",2019-01-31,PG
s8354,The Hunt,TV Show,2015,,1.0,"Witness some of the most riveting showdowns in the animal kingdom as cameras capture leopards, polar bears and other predators targeting their prey.",2017-05-14,TV-PG
s8355,The Hurricane Heist,Movie,2018,103.0,,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.,2018-09-26,PG-13
s8356,The Hurt Business,Movie,2016,111.0,,"Featuring legendary and up-and-coming MMA fighters, this documentary details the history of the brutal sport and the fighters' struggles and triumphs.",2017-02-01,PG-13
s8357,The Imaginarium of Doctor Parnassus,Movie,2009,123.0,,"When a deal with the devil comes due, the immortal Doctor Parnassus must renegotiate the pact to save his daughter and right the wrongs of his past.",2019-03-08,PG-13
s8358,The Inbetweeners,TV Show,2010,,3.0,This rib-tickling series follows four English lads as they try – and fail spectacularly – to navigate the wretched no-man's land of adolescence.,,TV-MA
s8359,The Incident,Movie,2014,100.0,,"Two criminals race down a stairwell, a cop close behind. A bickering family begins a road trip. Their journeys will take far longer than expected.",2017-06-19,TV-MA
s8360,The Incredible Story of the Giant Pear,Movie,2018,75.0,,"Sebastian the elephant and his feline friend Mithco sail on a gigantic peach to rescue Sunnytown's beloved mayor, who's stranded on a mysterious island.",2019-03-01,TV-G
s8361,The Incredibles 2,Movie,2018,118.0,,"When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting.",2019-01-30,PG
s8362,The Indian in the Cupboard,Movie,1995,96.0,,"A boy receives a wooden cupboard, antique keys and an Iroquois warrior figurine for his birthday. The figurine comes to life overnight in the cabinet.",2020-11-01,PG
s8363,The Informant!,Movie,2009,108.0,,"While gathering evidence against his employer to help the FBI build a price-fixing case, Mark Whitacre begins to piece together a fantasy world.",2018-08-01,R
s8364,The Intent,Movie,2016,99.0,,"After burgeoning criminal Gunz joins the increasingly violent TIC crew, the gang finds itself dealing with threats from all sides.",2017-05-15,TV-MA
s8365,The Intent 2: The Come Up,Movie,2018,103.0,,"During a trip to Jamaica, a London gang targets a disloyal member who has been meeting with rivals. Meanwhile, an undercover cop stands among them.",2019-02-21,TV-MA
s8366,The Invention of Lying,Movie,2009,99.0,,"In a world where no one fibs, a screenwriter gains fame and fortune – and maybe the girl of his dreams – by saying things that aren't true.",2020-01-01,PG-13
s8367,The Investigator: A British Crime Story,TV Show,2018,,2.0,"After 40 years of inconclusive evidence, renowned criminologist Mark Williams-Thomas re-examines a string of mysterious murders.",2020-03-05,TV-MA
s8368,The Invitation,Movie,2015,100.0,,"A man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions.",2016-07-08,TV-MA
s8369,The Irish Mob,TV Show,2008,,1.0,"This documentary crime series charts the rise of the Irish Mob in America, from urban immigrant poverty to political power and wealth.",2016-12-01,TV-MA
s8370,The Iron Lady,Movie,2011,105.0,,"Margaret Thatcher, the first female prime minister of Britain, navigates a career destined to change the rules of leadership and politics.",2019-07-07,PG-13
s8371,The Jack King Affair,Movie,2015,52.0,,This documentary explores a bold World War II operation in which an MI5 agent infiltrated a fascist network to intercept stolen documents.,2018-01-02,TV-14
s8372,The Jaime Maussan Show,TV Show,2010,,1.0,Mexican journalist and UFO investigator Jaime Maussan travels the world collecting evidence and firsthand accounts of extraterrestrial phenomena.,2017-12-01,TV-PG
s8373,The Jane Austen Book Club,Movie,2007,106.0,,Six book club members find their lives resemble a modern-day version of Jane Austen's novels in this drama.,2019-03-08,PG-13
s8374,The Jungle Book,TV Show,2010,,1.0,"This animated series follows young Mowgli and his animal mentors Bagheera and Baloo, who do their best to protect him from fierce tiger Shere Khan.",2019-05-11,TV-Y7
s8375,The Jungle School,Movie,2013,90.0,,An idealistic young woman travels to the jungles of Indonesia to teach literacy – and much more – to local children.,2018-10-30,TV-PG
s8376,The Keeping Hours,Movie,2017,95.0,,"Years after the death of their only child and subsequent divorce, a couple discovers that their son's ghost continues to inhabit their former home.",2018-09-01,PG-13
s8377,The Kindness Diaries,TV Show,2019,,1.0,"Host Leon Logothetis travels the world with only a vintage motorbike and the kindness of strangers, which he pays back in unexpected, inspiring ways.",2019-05-01,TV-PG
s8378,The King's Speech,Movie,2010,118.0,,"In this biographical drama, Britain's King George VI struggles with an embarrassing stutter until he seeks help from speech therapist Lionel Logue.",2018-06-02,R
s8379,The L Word,TV Show,2009,,6.0,This trailblazing series follows the tangled lives and ever-changing relationships among a close-knit group of lesbians who call Los Angeles home.,,TV-MA
s8380,The Lady in Dignity,TV Show,2017,,1.0,The wife of a corporate heir finds her luxurious life overturned by a mysterious woman who joins the household as a caregiver for her father-in-law.,2018-01-30,TV-MA
s8381,The Lake House,Movie,2006,98.0,,"A lonely doctor begins writing letters to the frustrated architect who lives in her former home, only to discover that they're living two years apart.",2019-09-01,PG
s8382,The Lamb,Movie,2017,86.0,,A big-dreaming donkey escapes his menial existence and befriends some free-spirited animal pals in this imaginative retelling of the Nativity Story.,2018-06-04,PG
s8383,The Land of the Enlightened,Movie,2016,84.0,,"In the rugged mountains of Afghanistan, armed bands of young boys survive by scavenging for old land mines, mining lapis lazuli and trading in opium.",2017-01-01,TV-MA
s8384,The Last Days of Chez Nous,Movie,1992,93.0,,Successful writer Beth's tepid marriage and home life face a new round of challenges when her footloose younger sister arrives for an extended visit.,2016-11-01,R
s8385,The Last Exorcism,Movie,2010,88.0,,"Ready to expose his miraculous deeds as mere trickery, a famed evangelist invites a documentary crew to film his final exorcism.",2019-09-01,PG-13
s8386,The Last Face,Movie,2016,131.0,,Savage civil war and a dispute over humanitarian assistance threaten to unravel a checkered romance between an aid director and a doctor.,2020-01-13,R
s8387,The Last Hangover,Movie,2018,44.0,,"In this biblical ""Hangover"" spoof, the apostles awaken to find Jesus is missing and must piece together events of the previous night's wild Last Supper.",2018-12-21,TV-MA
s8388,The Last Man on the Moon,Movie,2014,96.0,,Astronaut Gene Cernan looks back on the exciting history of NASA's lunar landings and how being the last man to stand on the moon changed his life.,2016-05-26,TV-PG
s8389,The Last Resort,Movie,2018,70.0,,"In the waning days of the 70s, two young photographers document the Jewish retirees who dominated the sunny shores of South Beach.",2019-04-21,TV-14
s8390,The Last Whistle,Movie,2019,88.0,,"After a star player dies during football practice, his coach’s career and reputation are on the line as he refuses to quit his win-at-all-costs style.",2019-10-26,PG
s8391,The Legend of 420,Movie,2017,87.0,,"This documentary explores the growing trend of marijuana decriminalization in the U.S. and the use of cannabis in medicine, art, fine dining and more.",2017-12-01,TV-MA
s8392,The Legend of Michael Mishra,Movie,2016,118.0,,"After a life of crime, a notorious kidnapper tries to change his ways and turn over a new leaf to win the heart of the woman he loves.",2019-04-01,TV-14
s8393,The Liar,TV Show,2013,,1.0,"At the CARE detective agency, investigators see a lot of action but must always keep their cases secret, even when it affects their personal lives.",2017-10-21,TV-14
s8394,The Little Hours,Movie,2017,89.0,,Life at a convent takes an unruly turn when three unconventionally opinionated nuns cross paths with a tempting new gardener.,2018-12-23,R
s8395,The Little Mermaid,Movie,2018,85.0,,"In this take on the classic tale, a captive circus mermaid transforms the lives of a skeptical journalist and his wide-eyed young sister.",2018-12-01,PG
s8396,The Little Prince,Movie,2015,107.0,,"When an overscheduled girl befriends an eccentric aviator, he regales her with tales about the adventures of an unusual boy who lives on an asteroid.",2020-11-06,PG
s8397,The Lives of Others,Movie,2006,138.0,,"As a secret police agent eavesdrops on a successful writer in East Germany in 1984, he becomes increasingly fascinated by the man's life and politics.",2019-03-15,R
s8398,The Lizzie Borden Chronicles,TV Show,2015,,1.0,"Exonerated in the murder of her father and stepmother, Lizzie Borden takes on crime lords, detectives and other foes as she savors her new infamy.",2016-02-01,TV-14
s8399,The Lobster,Movie,2015,119.0,,"In a near-future world, single people are hunted and forced to find mates within 45 days, or be turned into animals and banished to the wilderness.",2018-12-02,R
s8400,The Lodgers,Movie,2017,93.0,,"Twin siblings live under a curse in their ancestral home, but one of them is tempted to defy house rules, angering the spirits keeping them hostage.",2018-08-23,R
s8401,The Long Goodbye: The Kara Tippetts Story,Movie,2019,87.0,,"Faced with terminal breast cancer, a courageous wife and mother turns her suffering into a resilient message of faith, love and compassion.",2019-06-23,TV-PG
s8402,The Longest Yard,Movie,1974,121.0,,Washed-up professional quarterback Paul Crewe is sent to jail and forced to put together an inmate gridiron team to take on a group of prison guards.,2019-11-20,R
s8403,The Longshots,Movie,2008,95.0,,"When an 11-year-old girl becomes Pop Warner football's first female quarterback, she raises eyebrows – till she takes her team to the brink of glory.",2019-01-30,PG
s8404,The Look of Silence,Movie,2014,103.0,,"In a society terrorized into silence, the brother of a 1960s Indonesian genocide victim learns the identity of his murderers and confronts them.",2016-02-26,PG-13
s8405,The Lord of the Rings: The Return of the King,Movie,2003,201.0,,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor.",2020-01-01,PG-13
s8406,The Lord of the Rings: The Two Towers,Movie,2002,179.0,,"Frodo and Sam head to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin.",2020-01-01,PG-13
s8407,The Love Guru,Movie,2008,87.0,,"Raised on an ashram in India, a self-styled love guru returns to his native America to settle a romantic rivalry between two pro hockey players.",2019-11-20,PG-13
s8408,The Lovers and the Despot,Movie,2016,98.0,,This firsthand account tells of two kidnapped South Korean movie professionals who became the unwilling personal filmmakers of dictator Kim Jong-il.,2017-02-23,TV-14
s8409,The lynx,Movie,1982,82.0,,A priest's duties are tested when a young guerrilla asks for absolution while confessing his plans to murder a local man he believes is a traitor.,2019-10-01,TV-14
s8410,The Mad Monk,Movie,1993,85.0,,"To avoid punishment for his misdeeds, an arrogant god accepts a mission to reform three mortals on earth, where he must also contend with a demon.",2018-08-16,TV-14
s8411,The Magic Pill,Movie,2017,90.0,,"Doctors, farmers, chefs and others weigh in on the controversial ketogenic diet and its potential to eradicate common illnesses.",2018-04-24,TV-PG
s8412,The Making of Frozen Planet,TV Show,2012,,1.0,Documentary crew members brave Earth's most frigid regions to capture the majesty and mystery found in the chillier side of the animal kingdom.,2016-01-28,TV-PG
s8413,The Man Who Would Be Polka King,Movie,2009,68.0,,This irreverent documentary reveals how charming entertainer Jan Lewan bilked investors out of millions in a complicated investment scam.,2018-01-12,TV-14
s8414,The Mask of Zorro,Movie,1998,138.0,,"An aging Zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials.",2020-01-01,PG-13
s8415,The Matrix,Movie,1999,136.0,,"A computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free.",2019-11-01,R
s8416,The Matrix Reloaded,Movie,2003,138.0,,"The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix.",2019-11-01,R
s8417,The Matrix Revolutions,Movie,2003,129.0,,The final installment in the Matrix trilogy finds an unconscious Neo trapped in a subway station in a zone between the Matrix and the machine world.,2019-11-01,R
s8418,The Mayo Clinic,Movie,2018,116.0,,A look at how a world-renowned medical institution prioritizes patients' needs and has adapted to healthcare's evolving demands for over 150 years.,2019-04-19,TV-14
s8419,The Mayor,Movie,2017,130.0,,"With the presidency in mind, the incumbent mayor of Seoul runs for an unprecedented third term – and will stop at nothing to keep his secrets hidden.",2017-09-30,TV-MA
s8420,"The Memphis Belle: A Story of a
Flying Fortress",Movie,1944,40.0,,This documentary centers on the crew of the B-17 Flying Fortress Memphis Belle as it prepares to execute a strategic bombing mission over Germany.,2017-03-31,TV-PG
s8421,The Men Who Stare at Goats,Movie,2009,94.0,,"A journalist latches onto an unbelievable story in Iraq when he meets Lyn, a man of mysterious origins who reveals he was a ""warrior monk.""",2019-06-04,R
s8422,The Messengers,TV Show,2015,,1.0,A group of strangers who are killed by a mysterious object soon come back to life and learn they have been chosen to prevent the apocalypse.,2016-04-17,TV-14
s8423,The Mind of a Chef,TV Show,2016,,5.0,Producer and narrator Anthony Bourdain explores the creative processes of international celebrity chefs to learn what fuels their culinary artistry.,,TV-PG
s8424,The Minimighty Kids,TV Show,2012,,2.0,"Some have big feet or a sniffly nose, others are clumsy or too sweaty – but these kids soon discover their mini problems can become superpowers.",,TV-G
s8425,The Ministry of Time,TV Show,2017,,3.0,Three officers from different eras work for a secret agency guarding Spain's past from time-traveling intruders trying to manipulate history.,,TV-MA
s8426,The Model,Movie,2016,104.0,,"Danish teen Emma moves to Paris hoping to become a top model, but her dreams soon unravel when her affair with photographer Shane turns obsessive.",2016-12-06,TV-MA
s8427,The Monster,Movie,2016,91.0,,A troubled mother-daughter relationship faces the ultimate test when the duo’s broken-down car leaves them trapped within reach of a vicious creature.,2019-01-09,R
s8428,The Monster of Mangatiti,Movie,2015,70.0,,Real events are dramatized in the unthinkable story of a resilient teenager held prisoner by a seasoned predator on a remote farm in the 1980s.,2015-12-15,TV-MA
s8429,The Mortified Guide,TV Show,2018,,1.0,"Brave people get onstage to read hilarious and humiliating tales of gawky teenage love, family dysfunction and other stories from their younger years.",2018-02-14,TV-MA
s8430,The Most Beautiful Hands of Delhi,TV Show,2017,,1.0,"A stalled career, failed marriage and receding hairline drive a middle-aged Swedish man to try to revitalize his life by visiting India.",2017-07-20,TV-MA
s8431,The Muppets,Movie,2011,104.0,,"When the Muppets learn that their beloved theater is slated for demolition, the gang reunite to raise the $10 million they need to save it.",2020-09-01,PG
s8432,The Murder Detectives,TV Show,2015,,1.0,"This series tracks the ups and downs of an 18-month investigation into the 2014 stabbing murder of teenager Nicholas Robinson in Bristol, England.",2017-03-31,TV-MA
